1	0	0	100	58	0	0
2	100	0	40	49	0	0
3	140	0	22	30	0	0
4	0	58	102	60	0	0
5	102	49	42	51	0	0
6	144	30	24	32	0	0
7	110	100	10	10	0	0
8	120	100	10	10	0	0
9	120	110	10	10	0	0
10	110	110	10	10	0	0
11	0	120	40	40	0	0
12	40	120	40	40	0	0
13	80	120	40	40	0	0
14	120	120	40	40	0	0
15	0	160	40	40	0	0
16	40	160	40	40	0	0
17	80	160	40	40	0	0
18	120	160	40	40	0	0
19	0	200	40	40	0	0
20	40	200	40	40	0	0
21	-2	249	30	61	3	0
22	-2	310	30	61	3	0
23	-2	371	30	61	3	0
24	28	249	30	61	3	0
25	28	310	30	61	3	0
26	28	371	30	61	3	0
27	58	249	30	61	3	0
28	58	310	30	61	3	0
29	58	371	30	61	3	0
30	88	249	30	61	3	0
31	88	310	30	61	3	0
32	88	371	30	61	3	0
